url,title,abstract,pdf,clean_text
https://join.if.uinsgd.ac.id/index.php/join/article/view/790,implementation of generative adversarial network to generate fake face image,"in recent years, many crimes use technology to generate someone s face which has a bad effect on that person. generative adversarial network is a method to generate fake images using discriminators and generators. conventional gan involved binary cross entropy loss for discriminator training to classify original image from dataset and fake image that generated from generator. however, use of binary cross entropy loss cannot provided gradient information to generator in creating a good fake image. when generator creates a fake image, discriminator only gives a little feedback gradient information to generator update its model. it causes generator take a long time to update the model. to solve this problem, there is an lsgan that used a loss function least squared loss . discriminator can provide astrong gradient signal to generator update the model even though image was far from decision boundary. in making fake images, researchers used least squares gan lsgan with discriminator loss value is . , discriminator loss value is . , and generator loss value is . . with the small loss value of the three important components, discriminator accuracy value in terms of classification reaches for original image and for fake image. in classified original image and fake image in this studyusing a supervised contrastive loss classification model with an accuracy value of . .",,"implementation of generative adversarial network to generate fake face image. in recent years, many crimes use technology to generate someone s face which has a bad effect on that person. generative adversarial network is a method to generate fake images using discriminators and generators. conventional gan involved binary cross entropy loss for discriminator training to classify original image from dataset and fake image that generated from generator. however, use of binary cross entropy loss cannot provided gradient information to generator in creating a good fake image. when generator creates a fake image, discriminator only gives a little feedback gradient information to generator update its model. it causes generator take a long time to update the model. to solve this problem, there is an lsgan that used a loss function least squared loss . discriminator can provide astrong gradient signal to generator update the model even though image was far from decision boundary. in making fake images, researchers used least squares gan lsgan with discriminator loss value is . , discriminator loss value is . , and generator loss value is . . with the small loss value of the three important components, discriminator accuracy value in terms of classification reaches for original image and for fake image. in classified original image and fake image in this studyusing a supervised contrastive loss classification model with an accuracy value of . ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1007,catbreedsnet an android application for cat breed classification using convolutional neural networks,"there are so many cat races in the world. ignorance in recognizing cat breeds will be dangerous if the cat being kept is affected by a disease, which allows mishandling of the cat being kept. in addition, many cat breeds have different foods from one race to another. the problem is that a cat caretaker cannot easily recognize the cat breed. therefore, technology needs to help a cat caretaker to treat cats appropriately. in this study, we proposed a machine learning approach to recognize cat breeds. this study aims to identify the cat breed from the cat images then deployed on an android smartphone. it was tested with data from cat images of races. the classification method applied in this study uses the convolutional neural network cnn algorithm using transfer learning. the base models tested are mobilenetv2, vgg16, and inceptionv3. the results tested using several models and through several experimental scenarios produced the best classification model with an accuracy of with mobilenetv2. the model with the best accuracy is then embedded in an application with the android operating system. then the application is named catbreednet.",,"catbreedsnet an android application for cat breed classification using convolutional neural networks. there are so many cat races in the world. ignorance in recognizing cat breeds will be dangerous if the cat being kept is affected by a disease, which allows mishandling of the cat being kept. in addition, many cat breeds have different foods from one race to another. the problem is that a cat caretaker cannot easily recognize the cat breed. therefore, technology needs to help a cat caretaker to treat cats appropriately. in this study, we proposed a machine learning approach to recognize cat breeds. this study aims to identify the cat breed from the cat images then deployed on an android smartphone. it was tested with data from cat images of races. the classification method applied in this study uses the convolutional neural network cnn algorithm using transfer learning. the base models tested are mobilenetv2, vgg16, and inceptionv3. the results tested using several models and through several experimental scenarios produced the best classification model with an accuracy of with mobilenetv2. the model with the best accuracy is then embedded in an application with the android operating system. then the application is named catbreednet."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1051,malware image classification using deep learning inceptionresnet v2 and vgg method,"malware is intentionally designed to damage computers, servers, clients or computer networks. malware is a general term used to describe any program designed to harm a computer or server. the goal is to commit a crime, such as gaining unauthorized access to a particular system, so as to compromise user security. most malware still uses the same code to produce another different form of malware variants. therefore, the ability to classify similar malware variant characteristics into malware families is a good strategy to stop malware. the research is useful for classifying malware on malware samples presented as bytemap grayscale images. the malware classification research focused on malware classes with a total of , images from the malimg dataset. this research implements the vgg and inceptionresnet v2 architectures by running different scenarios, scenario uses the original dataset and the other scenario uses the undersampled dataset. after building the model, each scenario will get an evaluation form such as accuracy, precision, recall, and f1 score. the highest score was obtained in scenario on the vgg method with a score of . and the lowest in scenario on the inceptionresnet v2 method with a score of . .",,"malware image classification using deep learning inceptionresnet v2 and vgg method. malware is intentionally designed to damage computers, servers, clients or computer networks. malware is a general term used to describe any program designed to harm a computer or server. the goal is to commit a crime, such as gaining unauthorized access to a particular system, so as to compromise user security. most malware still uses the same code to produce another different form of malware variants. therefore, the ability to classify similar malware variant characteristics into malware families is a good strategy to stop malware. the research is useful for classifying malware on malware samples presented as bytemap grayscale images. the malware classification research focused on malware classes with a total of , images from the malimg dataset. this research implements the vgg and inceptionresnet v2 architectures by running different scenarios, scenario uses the original dataset and the other scenario uses the undersampled dataset. after building the model, each scenario will get an evaluation form such as accuracy, precision, recall, and f1 score. the highest score was obtained in scenario on the vgg method with a score of . and the lowest in scenario on the inceptionresnet v2 method with a score of . ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1035,comparative analysis of machine learning based forest fire characteristics in sumatra and borneo,"sumatra and borneo are areas consisting of rainforests with a high vulnerability to fire. both areas are in the tropics which experience rainy and dry seasons annually. the long dry season such as in triggered forest and land fires in borneo and sumatra, causing haze disasters in the exposed areas. this indicates that climate variables play a role in burning forests and land in borneo and sumatra, but how climate affects the fires in both areas is still questionable. this study investigates the climate variables temperature, humidity, precipitation, and wind speed in relation to the fires characteristics in borneo and sumatra. we use the random forest model to determine the characteristics of forest fires in sumatra and borneo based on the climate variables and carbon emission levels. according to the model, the fire event in sumatra is slightly better predicted than in borneo, indicating a climate fire dependence is more prominent in sumatra. nevertheless, a maximum temperature variable is seemingly an important indicator for forest and land fire in both domains as it gives the largest contribution to the carbon emission.",,"comparative analysis of machine learning based forest fire characteristics in sumatra and borneo. sumatra and borneo are areas consisting of rainforests with a high vulnerability to fire. both areas are in the tropics which experience rainy and dry seasons annually. the long dry season such as in triggered forest and land fires in borneo and sumatra, causing haze disasters in the exposed areas. this indicates that climate variables play a role in burning forests and land in borneo and sumatra, but how climate affects the fires in both areas is still questionable. this study investigates the climate variables temperature, humidity, precipitation, and wind speed in relation to the fires characteristics in borneo and sumatra. we use the random forest model to determine the characteristics of forest fires in sumatra and borneo based on the climate variables and carbon emission levels. according to the model, the fire event in sumatra is slightly better predicted than in borneo, indicating a climate fire dependence is more prominent in sumatra. nevertheless, a maximum temperature variable is seemingly an important indicator for forest and land fire in both domains as it gives the largest contribution to the carbon emission."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1055,implementation of ant colony optimization artificial neural network in predicting the activity of indenopyrazole derivative as anti cancer agent,"cancer is a disease induced by the abnormal growth of cells in body tissues. this disease is commonly treated by chemotherapy. however, at first, cancer cells can respond to the activity of chemotherapy over time, but over time, resistance to cancer cells appears. therefore, it is required to develop new anti cancer drugs. indenopyrazole and its derivative have been investigated to be a potential drug to treat cancer. this study aims to predict indenopyrazole derivative compounds as anti cancer drugs by using ant colony optimization aco and artificial neural network ann methods. we used compounds of indenopyrazole derivative with a total of descriptors. then, the descriptors were reduced by using the pearson correlation coefficient pcc and followed by the aco algorithm to get the most relevant features. we found that the best number of descriptors obtained from aco is ten descriptors. the ann prediction model was developed with three architectures, which are different in hidden layer number, i.e., , , and hidden layers. based on the results, we found that the model with three hidden layers gives the best performance, with the value of the r2 test, r2 train, and q2 train being . , . , and . , respectively.",,"implementation of ant colony optimization artificial neural network in predicting the activity of indenopyrazole derivative as anti cancer agent. cancer is a disease induced by the abnormal growth of cells in body tissues. this disease is commonly treated by chemotherapy. however, at first, cancer cells can respond to the activity of chemotherapy over time, but over time, resistance to cancer cells appears. therefore, it is required to develop new anti cancer drugs. indenopyrazole and its derivative have been investigated to be a potential drug to treat cancer. this study aims to predict indenopyrazole derivative compounds as anti cancer drugs by using ant colony optimization aco and artificial neural network ann methods. we used compounds of indenopyrazole derivative with a total of descriptors. then, the descriptors were reduced by using the pearson correlation coefficient pcc and followed by the aco algorithm to get the most relevant features. we found that the best number of descriptors obtained from aco is ten descriptors. the ann prediction model was developed with three architectures, which are different in hidden layer number, i.e., , , and hidden layers. based on the results, we found that the model with three hidden layers gives the best performance, with the value of the r2 test, r2 train, and q2 train being . , . , and . , respectively."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1027,data mining for heart disease prediction based on echocardiogram and electrocardiogram data,"traditional methods of detecting cardiac illness are often problematic in the medical field. the doctor must next study and interpret the findings of the patient s medical record received from the electrocardiogram and echocardiogram. these tasks often take a long time and require patience. the use of computational technology in medicine, especially the study of cardiac disease, is not new. scientists are continuously striving for the most reliable method of diagnosing a patient s cardiac illness, particularly when an integrated system is constructed. the study attempted to propose an alternative for identifying cardiac illness using a supervised learning technique, namely the multi layer perceptron mlp . the study started with the collection of patient medical record data, which yielded up to data points, followed by pre processing and transformation to provide up to data points suitable to be employed by learning algorithms. the last step is to create a heart disease classification model with distinct activation functions using mlp. the degree of classification accuracy, k fold cross validation, and bootstrap are all used to test the model. according to the findings of the study, mlp with the tanh activation function is a more accurate prediction model than logistics and relu. the classification accuracy level ca for mlp with tanh and k fold cross validation is . in a data sharing situation, while it is . with bootstrap. mlp using the tanh activation function is the best model based on the ca level and the auc value, with values of . k fold cross validation and . bootstrap .",,"data mining for heart disease prediction based on echocardiogram and electrocardiogram data. traditional methods of detecting cardiac illness are often problematic in the medical field. the doctor must next study and interpret the findings of the patient s medical record received from the electrocardiogram and echocardiogram. these tasks often take a long time and require patience. the use of computational technology in medicine, especially the study of cardiac disease, is not new. scientists are continuously striving for the most reliable method of diagnosing a patient s cardiac illness, particularly when an integrated system is constructed. the study attempted to propose an alternative for identifying cardiac illness using a supervised learning technique, namely the multi layer perceptron mlp . the study started with the collection of patient medical record data, which yielded up to data points, followed by pre processing and transformation to provide up to data points suitable to be employed by learning algorithms. the last step is to create a heart disease classification model with distinct activation functions using mlp. the degree of classification accuracy, k fold cross validation, and bootstrap are all used to test the model. according to the findings of the study, mlp with the tanh activation function is a more accurate prediction model than logistics and relu. the classification accuracy level ca for mlp with tanh and k fold cross validation is . in a data sharing situation, while it is . with bootstrap. mlp using the tanh activation function is the best model based on the ca level and the auc value, with values of . k fold cross validation and . bootstrap ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1062,classification of stunting in children using the c4. algorithm,"stunting is a disease caused by malnutrition in children, which results in slow growth. generally, stunting is characterized by a lack of weight and height in young children. this study aims to classify stunting in children aged months using the decision tree c4. method based on z score calculations with a sample size of records, consisting of attributes and label, namely gender, age, weight, height, and nutritional status. the results of the study obtained a c4. decision tree where the age variable influenced the classification of stunting with the highest gain ratio of . . meanwhile, the evaluation of the model using the confusion matrix resulted in the highest accuracy of . and auc of . .",,"classification of stunting in children using the c4. algorithm. stunting is a disease caused by malnutrition in children, which results in slow growth. generally, stunting is characterized by a lack of weight and height in young children. this study aims to classify stunting in children aged months using the decision tree c4. method based on z score calculations with a sample size of records, consisting of attributes and label, namely gender, age, weight, height, and nutritional status. the results of the study obtained a c4. decision tree where the age variable influenced the classification of stunting with the highest gain ratio of . . meanwhile, the evaluation of the model using the confusion matrix resulted in the highest accuracy of . and auc of . ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1037,multi step vector output prediction of time series using ema lstm,"this research paper proposes a novel method, exponential moving average long short term memory ema lstm , for multi step vector output prediction of time series data using deep learning. the method combines the lstm with the exponential moving average ema technique to reduce noise in the data and improve the accuracy of prediction. the research compares the performance of ema lstm to other commonly used deep learning models, including lstm, gru, rnn, and cnn, and evaluates the results using statistical tests. the dataset used in this study contains daily stock market prices for several years, with inputs of , , and previous days, and predictions for the next and days. the results show that the ema lstm method outperforms other models in terms of accuracy, with lower rmse and mape values. this study has important implications for real world applications, such as stock market forecasting and climate prediction, and highlights the importance of careful preprocessing of the data to improve the performance of deep learning models.",,"multi step vector output prediction of time series using ema lstm. this research paper proposes a novel method, exponential moving average long short term memory ema lstm , for multi step vector output prediction of time series data using deep learning. the method combines the lstm with the exponential moving average ema technique to reduce noise in the data and improve the accuracy of prediction. the research compares the performance of ema lstm to other commonly used deep learning models, including lstm, gru, rnn, and cnn, and evaluates the results using statistical tests. the dataset used in this study contains daily stock market prices for several years, with inputs of , , and previous days, and predictions for the next and days. the results show that the ema lstm method outperforms other models in terms of accuracy, with lower rmse and mape values. this study has important implications for real world applications, such as stock market forecasting and climate prediction, and highlights the importance of careful preprocessing of the data to improve the performance of deep learning models."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1075,texture analysis of citrus leaf images using bemd for huanglongbing disease diagnosis,"plant diseases significantly threaten agricultural productivity, necessitating accurate identification and classification of plant lesions for improved crop quality. citrus plants, belonging to the rutaceae family, are highly susceptible to diseases such as citrus canker, black spot, and the devastating huanglongbing hlb disease. traditional approaches for disease detection rely on expert knowledge and time consuming laboratory tests, which hinder rapid and effective disease management. therefore, this study explores an alternative method that combines the bidimensional empirical mode decomposition bemd algorithm for texture feature extraction and support vector machine svm classification to improve hlb diagnosis. the bemd algorithm decomposes citrus leaf images into intrinsic mode functions imfs and a residue component. classification experiments were conducted using svm on the imfs and residue features. the results of the classification experiments demonstrate the effectiveness of the proposed method. the achieved classification accuracies, ranging from to for different numbers of classes, the results show that the residue component achieved the highest classification accuracy, outperforming the imf features. the combination of the bemd algorithm and svm classification presents a promising approach for accurate hlb diagnosis, surpassing the performance of previous studies that utilized glcm svm techniques. this research contributes to developing efficient and reliable methods for early detection and classification of hlb infected plants, essential for effective disease management and maintaining agricultural productivity.",,"texture analysis of citrus leaf images using bemd for huanglongbing disease diagnosis. plant diseases significantly threaten agricultural productivity, necessitating accurate identification and classification of plant lesions for improved crop quality. citrus plants, belonging to the rutaceae family, are highly susceptible to diseases such as citrus canker, black spot, and the devastating huanglongbing hlb disease. traditional approaches for disease detection rely on expert knowledge and time consuming laboratory tests, which hinder rapid and effective disease management. therefore, this study explores an alternative method that combines the bidimensional empirical mode decomposition bemd algorithm for texture feature extraction and support vector machine svm classification to improve hlb diagnosis. the bemd algorithm decomposes citrus leaf images into intrinsic mode functions imfs and a residue component. classification experiments were conducted using svm on the imfs and residue features. the results of the classification experiments demonstrate the effectiveness of the proposed method. the achieved classification accuracies, ranging from to for different numbers of classes, the results show that the residue component achieved the highest classification accuracy, outperforming the imf features. the combination of the bemd algorithm and svm classification presents a promising approach for accurate hlb diagnosis, surpassing the performance of previous studies that utilized glcm svm techniques. this research contributes to developing efficient and reliable methods for early detection and classification of hlb infected plants, essential for effective disease management and maintaining agricultural productivity."
https://join.if.uinsgd.ac.id/index.php/join/article/view/1070,digital image processing using ycbcr colour space and neuro fuzzy to identify pornography,"pornography is a severe problem in indonesia, apart from drugs. this can be seen based on data from the ministry of communication and informatics in which found . million pornographic content online. the increasing number of access to pornographic content sites on the internet can prove this. several studies have been conducted to produce preventive formulas. however, this research flow has not been effective in solving the problem. this is because the results of the identification value in the output image obtained are not quite right. this study proposes a procedure for identifying pornographic content in digital images as an alternative approach for the early stages of a destructive content access prevention system. the formulation uses the ycbcr color space to analyze human skin on image objects that represent exposed body parts and the classification process with the neuro fuzzy approach. the performance of this formula was tested on digital images of random categories of human objects usually covered, skimpy, and naked taken from the internet. the test results are at a relatively good level of accuracy, with a weight of for the entire test data.",,"digital image processing using ycbcr colour space and neuro fuzzy to identify pornography. pornography is a severe problem in indonesia, apart from drugs. this can be seen based on data from the ministry of communication and informatics in which found . million pornographic content online. the increasing number of access to pornographic content sites on the internet can prove this. several studies have been conducted to produce preventive formulas. however, this research flow has not been effective in solving the problem. this is because the results of the identification value in the output image obtained are not quite right. this study proposes a procedure for identifying pornographic content in digital images as an alternative approach for the early stages of a destructive content access prevention system. the formulation uses the ycbcr color space to analyze human skin on image objects that represent exposed body parts and the classification process with the neuro fuzzy approach. the performance of this formula was tested on digital images of random categories of human objects usually covered, skimpy, and naked taken from the internet. the test results are at a relatively good level of accuracy, with a weight of for the entire test data."
https://join.if.uinsgd.ac.id/index.php/join/article/view/799,youtube x rating detection with bahasa slang title using query expansion and rule based approaches,"the detection of x rating content on the internet is still rarely done in indonesia and the performance of the existing work to detect x rating content, especially in video is still low. the largest video portal, youtube, does not yet have automatic x rating content detection through its content either. some x rating content prevention service providers in indonesia, such as the internet positive and nawala project, detect x rating content using the keyword detection method of a web page and then block the web page with dns filtering. however, that method does not pay attention to using bahasa slang. this work developed metasearch named safedio. safedio aims to detect x rating content on youtube content through video titles that contain bahasa slang. safedio utilizes query expansion and rule based approaches. the query expansion is a technique to get additional rules in search. in the end, safedio can detect x rating content through video titles in both bahasa and bahasa slang. the average results return with precision , recall and accuracy .",,"youtube x rating detection with bahasa slang title using query expansion and rule based approaches. the detection of x rating content on the internet is still rarely done in indonesia and the performance of the existing work to detect x rating content, especially in video is still low. the largest video portal, youtube, does not yet have automatic x rating content detection through its content either. some x rating content prevention service providers in indonesia, such as the internet positive and nawala project, detect x rating content using the keyword detection method of a web page and then block the web page with dns filtering. however, that method does not pay attention to using bahasa slang. this work developed metasearch named safedio. safedio aims to detect x rating content on youtube content through video titles that contain bahasa slang. safedio utilizes query expansion and rule based approaches. the query expansion is a technique to get additional rules in search. in the end, safedio can detect x rating content through video titles in both bahasa and bahasa slang. the average results return with precision , recall and accuracy ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/835,"development of a digital platform prototype, to facilitate inclusive learning for children with special needs","persons with disabilities have the same rights and responsibilities as citizens. based on the constitution republic of indonesia, article paragraph and law number of concerning the national education system, it can be concluded that the state provides full guarantees for children with special needs to obtain quality education services. many of the problems of inclusive learning that occurred during the covid pandemic, ranging from the unpreparedness of the school to various problems with environmental factors so that innovation was needed to overcome these problems. in this article, the author develops a prototype of a digital based learning platform as a solution to facilitate inclusive learning for children with special needs.",,"development of a digital platform prototype, to facilitate inclusive learning for children with special needs. persons with disabilities have the same rights and responsibilities as citizens. based on the constitution republic of indonesia, article paragraph and law number of concerning the national education system, it can be concluded that the state provides full guarantees for children with special needs to obtain quality education services. many of the problems of inclusive learning that occurred during the covid pandemic, ranging from the unpreparedness of the school to various problems with environmental factors so that innovation was needed to overcome these problems. in this article, the author develops a prototype of a digital based learning platform as a solution to facilitate inclusive learning for children with special needs."
https://join.if.uinsgd.ac.id/index.php/join/article/view/840,anti corruption disclosure prediction using deep learning,"corruption gives major problem to many countries. it gives negative impact to a nation economy. people also realized that corruption comes from two sides, demand from the authority and supply from corporate. on that regard, corporates may have their part in fight against corruption in the form of anti corruption disclosure acd . this study proposes new method of acd prediction in corporate using deep learning. the data in this study are taken from every companies listed in indonesia stock exchange idx from the year to . the companies can be categorized in categories and the data set has features. the overall data has items in which items are acd and the other items are non acd. in this study, the deep neural network or deep learning is composed from input layer, output layer and hidden layers. the deep neural network uses adam optimizer with learning rate . , batch size and epochs . the drop out is set to . . the accuracy result from deep learning in predicting acd is considered good with the average training accuracy is . and average testing accuracy is . . however, the loss result isnt good with average training loss and testing loss are respectively . and . . since the aim of the study to find the possibility of deep learning as alternative of logistic regression in acd prediction, accuracy comparison from deep learning and logistic regression is held. deep learning has average prediction accuracy of . is better than logistic regression with average accuracy of . . deep learning also has higher minimum accuracy and maximum accuracy compared to logistic regression. this study concludes that deep learning may give alternatives in acd prediction compared the more common method of logistic regression.",,"anti corruption disclosure prediction using deep learning. corruption gives major problem to many countries. it gives negative impact to a nation economy. people also realized that corruption comes from two sides, demand from the authority and supply from corporate. on that regard, corporates may have their part in fight against corruption in the form of anti corruption disclosure acd . this study proposes new method of acd prediction in corporate using deep learning. the data in this study are taken from every companies listed in indonesia stock exchange idx from the year to . the companies can be categorized in categories and the data set has features. the overall data has items in which items are acd and the other items are non acd. in this study, the deep neural network or deep learning is composed from input layer, output layer and hidden layers. the deep neural network uses adam optimizer with learning rate . , batch size and epochs . the drop out is set to . . the accuracy result from deep learning in predicting acd is considered good with the average training accuracy is . and average testing accuracy is . . however, the loss result isnt good with average training loss and testing loss are respectively . and . . since the aim of the study to find the possibility of deep learning as alternative of logistic regression in acd prediction, accuracy comparison from deep learning and logistic regression is held. deep learning has average prediction accuracy of . is better than logistic regression with average accuracy of . . deep learning also has higher minimum accuracy and maximum accuracy compared to logistic regression. this study concludes that deep learning may give alternatives in acd prediction compared the more common method of logistic regression."
https://join.if.uinsgd.ac.id/index.php/join/article/view/842,random forest method approach to customer classification based on non performing loan in micro business,"this study aims to classify potential customers characteristics based on non performing loans through the random forest method. this research uses data obtained from syariah mandiri bank branch in jambi, which includes data on micro financing customers in years . the random forest method is used for analysis. the novelty of this work is that, unlike existing researches that used other soft computing methods, we employ random forest method, specifically using an imbalanced class sampling technique. the obtained results show that credit risk can be estimated by taking into account factors such as age, monthly installments, margin, price of insurance, loan principal, occupation, and long installments. the research results indicate that the sensitivity, precision, and g mean value increase compared to using the original data. random forest with oversampling technique has the high area under the roc curve score that is equal to . .",,"random forest method approach to customer classification based on non performing loan in micro business. this study aims to classify potential customers characteristics based on non performing loans through the random forest method. this research uses data obtained from syariah mandiri bank branch in jambi, which includes data on micro financing customers in years . the random forest method is used for analysis. the novelty of this work is that, unlike existing researches that used other soft computing methods, we employ random forest method, specifically using an imbalanced class sampling technique. the obtained results show that credit risk can be estimated by taking into account factors such as age, monthly installments, margin, price of insurance, loan principal, occupation, and long installments. the research results indicate that the sensitivity, precision, and g mean value increase compared to using the original data. random forest with oversampling technique has the high area under the roc curve score that is equal to . ."
https://join.if.uinsgd.ac.id/index.php/join/article/view/846,multi rule based and corpus based for sundanese stemmer,"the purpose of this study is to develop a stemming method by involved several methods including morphological with affix and pro lexeme removal , syllable canonical pattern, and corpus data as a comparison of the final results of stemming. the algorithm checks a number of the string first and removes affixes, then check the syllable pattern according to the stripping result, then compares to the corpus data which determines the final stemming process. in this study, the corpus data was taken from sundanese dictionary consists of a single word used for the root word and the extracted dataset from the online sundanese magazine. the results showed that the stripping of affix and pro lexeme can remove the corresponding affixes and pro lexeme then compares words that have a syllable pattern then executes the basic words quickly and the use of corpus can improve accuracy and reduce the over stemming problems that occur in the stemming process.",,"multi rule based and corpus based for sundanese stemmer. the purpose of this study is to develop a stemming method by involved several methods including morphological with affix and pro lexeme removal , syllable canonical pattern, and corpus data as a comparison of the final results of stemming. the algorithm checks a number of the string first and removes affixes, then check the syllable pattern according to the stripping result, then compares to the corpus data which determines the final stemming process. in this study, the corpus data was taken from sundanese dictionary consists of a single word used for the root word and the extracted dataset from the online sundanese magazine. the results showed that the stripping of affix and pro lexeme can remove the corresponding affixes and pro lexeme then compares words that have a syllable pattern then executes the basic words quickly and the use of corpus can improve accuracy and reduce the over stemming problems that occur in the stemming process."
https://join.if.uinsgd.ac.id/index.php/join/article/view/858,pso based hyperparameter tuning of cnn multivariate time series analysis,"convolutional neural network cnn is an effective deep learning dl algorithm that solves various image identification problems. the use of cnn for time series data analysis is emerging. cnn learns filters, representations of repeated patterns in the series, and uses them to forecast future values. the network performance may depend on hyperparameter settings. this study optimizes the cnn architecture based on hyperparameter tuning using particle swarm optimization pso , pso cnn. the proposed method was evaluated using multivariate time series data of electronic journal visitor datasets. the cnn equation in image and time series problems is the input given to the model for processing numbers. the proposed method generated the lowest rmse . with neurons in the fully connected and hidden layers. the experimental results show that the pso cnn generates an architecture with better performance than ordinary cnn.",,"pso based hyperparameter tuning of cnn multivariate time series analysis. convolutional neural network cnn is an effective deep learning dl algorithm that solves various image identification problems. the use of cnn for time series data analysis is emerging. cnn learns filters, representations of repeated patterns in the series, and uses them to forecast future values. the network performance may depend on hyperparameter settings. this study optimizes the cnn architecture based on hyperparameter tuning using particle swarm optimization pso , pso cnn. the proposed method was evaluated using multivariate time series data of electronic journal visitor datasets. the cnn equation in image and time series problems is the input given to the model for processing numbers. the proposed method generated the lowest rmse . with neurons in the fully connected and hidden layers. the experimental results show that the pso cnn generates an architecture with better performance than ordinary cnn."
https://join.if.uinsgd.ac.id/index.php/join/article/view/875,performance analysis of cache replacement algorithm using virtual named data network nodes,"as a future internet candidate, named data network ndn provides more efficient communication than tcp ip network. unlike tcp ip, consumer requests in ndn are sent based on content, not the address. the previous study evaluated the ndn performance using a simulator. in this research, we modeled the system using virtual ndn nodes, making the model more relevant to the real ndn. as an essential component in every ndn router, the content store cs has a function to keep the data. we use first in first out fifo and least recetly used lru in our nodes as cache replacement algorithms. the in depth exploration is done using various scenarios. the result shows that the cache hit ratio chr increases if the size of the cs, the number of interests, and the number of consumers increases. chr decreases as the number of producers and the number of prefixes increase. as chr increases, round trip time rtt decreases. lru provides better performance for all cases higher chr of and lower rtt of than fifo.",,"performance analysis of cache replacement algorithm using virtual named data network nodes. as a future internet candidate, named data network ndn provides more efficient communication than tcp ip network. unlike tcp ip, consumer requests in ndn are sent based on content, not the address. the previous study evaluated the ndn performance using a simulator. in this research, we modeled the system using virtual ndn nodes, making the model more relevant to the real ndn. as an essential component in every ndn router, the content store cs has a function to keep the data. we use first in first out fifo and least recetly used lru in our nodes as cache replacement algorithms. the in depth exploration is done using various scenarios. the result shows that the cache hit ratio chr increases if the size of the cs, the number of interests, and the number of consumers increases. chr decreases as the number of producers and the number of prefixes increase. as chr increases, round trip time rtt decreases. lru provides better performance for all cases higher chr of and lower rtt of than fifo."
https://join.if.uinsgd.ac.id/index.php/join/article/view/871,the measurement and evaluation of information system success based on organizational hierarchical culture,"in this study, the adoption of the delone mclean information system success model and its adaptation using the organizational hierarchy culture theory is used to explore the state of information system success and examine the factors that suggest success. this research was conducted at universities in banten province, which currently rely on information systems in many ways, especially those related to university management. by measuring the evaluation of the success of information systems and the hierarchical culture in organizations using a model that the researcher built according to the integration of models. the results the measurement of the success of information systems were obtained from distributing questionnaires, there were still respondents, and . were satisfied with the performance of the information system success model. the least squares structural equation modeling analysis pls sem was then applied due to the sample size. the previous stage consisted of evaluating the reflective measurement model in evaluating the reliability of internal consistency using composite reliability, reliability indicators, convergent validity and discriminant validity, finally it was concluded that the success of information system by hierarchical culture integration model in the organization on could be passed on the more complex research terms, especially using samples, and different questionnaires.",,"the measurement and evaluation of information system success based on organizational hierarchical culture. in this study, the adoption of the delone mclean information system success model and its adaptation using the organizational hierarchy culture theory is used to explore the state of information system success and examine the factors that suggest success. this research was conducted at universities in banten province, which currently rely on information systems in many ways, especially those related to university management. by measuring the evaluation of the success of information systems and the hierarchical culture in organizations using a model that the researcher built according to the integration of models. the results the measurement of the success of information systems were obtained from distributing questionnaires, there were still respondents, and . were satisfied with the performance of the information system success model. the least squares structural equation modeling analysis pls sem was then applied due to the sample size. the previous stage consisted of evaluating the reflective measurement model in evaluating the reliability of internal consistency using composite reliability, reliability indicators, convergent validity and discriminant validity, finally it was concluded that the success of information system by hierarchical culture integration model in the organization on could be passed on the more complex research terms, especially using samples, and different questionnaires."
